Technology (Process),Sector,Set,Description,Activity unit,Capacity unit,Type,Primary commodity group,Time slice level,Vintage,Aggregation Level 2,sankey_overview,custom
RW3FPEL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.PEL.00.Stove.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RW3FPELN3,RSD,.PRE.,Wood pellets boiler water heater-RW3F-New3,PJ,GW,PRE,RW3F,ANNUAL,"1,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RW3FSOL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.SOL.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural solar thermal,Buildings,Residential rural solar thermal
RW4FELC100,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.ELC.00.Water Heater.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural electric heater,Buildings,Residential rural electric heater
RW4FELC101,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.ELC.00.Heat Pump.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RW4FGMX100,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.GMX.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RW4FGMXN1,RSD,.PRE.,Natural gas boiler-RW4F-New1,PJ,GW,PRE,RW4F,ANNUAL,"1,00",Residential rural gas heater,Buildings,Residential rural gas heater
RW4FLOG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.LOG.00.Stove.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RW4FLPG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.LPG.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RW4FOIL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.OIL.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural oil heater,Buildings,Residential rural oil heater
RW4FOILN1,RSD,.PRE.,Oil boiler-RW4F-New1,PJ,GW,PRE,RW4F,ANNUAL,"1,00",Residential rural oil heater,Buildings,Residential rural oil heater
RW4FPEL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.PEL.00.Stove.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RW4FPELN1,RSD,.PRE.,Wood pellets boiler water heater-RW4F-New1,PJ,GW,PRE,RW4F,ANNUAL,"1,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RW4FSOL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.SOL.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",Residential rural solar thermal,Buildings,Residential rural solar thermal
RWAPCOA100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.COA.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral Coal heater,Buildings,Residential urban decentral Coal heater
RWAPELC100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.ELC.00.Water Heater.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral electric heater,Buildings,Residential urban decentral electric heater
RWAPELC101,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.ELC.00.Heat Pump.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RWAPGMX100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.GMX.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RWAPGMXN1,RSD,.PRE.,Natural gas boiler-RWAP-New1,PJ,GW,PRE,RWAP,ANNUAL,"1,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RWAPLOG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.LOG.00.Stove.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RWAPLPG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.LPG.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RWAPOIL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.OIL.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral oil heater,Buildings,Residential urban decentral oil heater
RWAPPEL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.PEL.00.Stove.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RWAPSOL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.SOL.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",Residential urban decentral solar thermal,Buildings,Residential urban decentral solar thermal
RWN2FELCHPN1,RSD,.PRE.,Electric heat pump water heater-RWN2F-New1,PJ,GW,PRE,RWN2F,ANNUAL,"1,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RWN2FGMXN1,RSD,.PRE.,Natural gas boiler-RWN2F-New1,PJ,GW,PRE,RWN2F,ANNUAL,"1,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RWN3FELCHPN1,RSD,.PRE.,Electric heat pump water heater-RWN3F-New1,PJ,GW,PRE,RWN3F,ANNUAL,"1,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RWN3FGMXN3,RSD,.PRE.,Natural gas boiler-RWN3F-New3,PJ,GW,PRE,RWN3F,ANNUAL,"1,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RWN4FELCHPN1,RSD,.PRE.,Electric heat pump water heater-RWN4F-New1,PJ,GW,PRE,RWN4F,ANNUAL,"1,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RWN4FGMXN1,RSD,.PRE.,Natural gas boiler-RWN4F-New1,PJ,GW,PRE,RWN4F,ANNUAL,"1,00",Residential rural gas heater,Buildings,Residential rural gas heater
RWNAPELCHPN1,RSD,.PRE.,Electric heat pump water heater-RWNAP-New1,PJ,GW,PRE,RWNAP,ANNUAL,"1,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RWNAPGMXN1,RSD,.PRE.,Natural gas boiler-RWNAP-New1,PJ,GW,PRE,RWNAP,ANNUAL,"1,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
Retrofit-M_C_SA,COM,.PRE.,Retrofit-M_C_SA,PJ,MM2,PRE,Retrofit-M_C_SA_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_C_BA,COM,.PRE.,Retrofit-S_C_BA,PJ,MM2,PRE,Retrofit-S_C_BA_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_C_BP,COM,.PRE.,Retrofit-S_C_BP,PJ,MM2,PRE,Retrofit-S_C_BP_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_C_CO,COM,.PRE.,Retrofit-S_C_CO,PJ,MM2,PRE,Retrofit-S_C_CO_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_C_CS,COM,.PRE.,Retrofit-S_C_CS,PJ,MM2,PRE,Retrofit-S_C_CS_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_C_EN,COM,.PRE.,Retrofit-S_C_EN,PJ,MM2,PRE,Retrofit-S_C_EN_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_C_SA,COM,.PRE.,Retrofit-S_C_SA,PJ,MM2,PRE,Retrofit-S_C_SA_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_2Fac1958,RSD,.PRE.,Retrofit Sols Dwellings R_2Fac1958,PJ,MM2,PRE,Retrofit-S_R_2Fac1958_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_2Fac1976,RSD,.PRE.,Retrofit Sols Dwellings R_2Fac1976,PJ,MM2,PRE,Retrofit-S_R_2Fac1976_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_3Fac1989,RSD,.PRE.,Retrofit Sols Dwellings R_3Fac1989,PJ,MM2,PRE,Retrofit-S_R_3Fac1989_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_3Fac2005,RSD,.PRE.,Retrofit Sols Dwellings R_3Fac2005,PJ,MM2,PRE,Retrofit-S_R_3Fac2005_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_4Fac1958,RSD,.PRE.,Retrofit Sols Dwellings R_4Fac1958,PJ,MM2,PRE,Retrofit-S_R_4Fac1958_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_4Fac1989,RSD,.PRE.,Retrofit Sols Dwellings R_4Fac1989,PJ,MM2,PRE,Retrofit-S_R_4Fac1989_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_4Fac2005,RSD,.PRE.,Retrofit Sols Dwellings R_4Fac2005,PJ,MM2,PRE,Retrofit-S_R_4Fac2005_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_Appa1945,RSD,.PRE.,Retrofit Sols Dwellings R_Appa1945,PJ,MM2,PRE,Retrofit-S_R_Appa1945_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_Appa1958,RSD,.PRE.,Retrofit Sols Dwellings R_Appa1958,PJ,MM2,PRE,Retrofit-S_R_Appa1958_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_Appa1989,RSD,.PRE.,Retrofit Sols Dwellings R_Appa1989,PJ,MM2,PRE,Retrofit-S_R_Appa1989_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-S_R_Appa2005,RSD,.PRE.,Retrofit Sols Dwellings R_Appa2005,PJ,MM2,PRE,Retrofit-S_R_Appa2005_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-T_C_BA,COM,.PRE.,Retrofit-T_C_BA,PJ,MM2,PRE,Retrofit-T_C_BA_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-T_C_BP,COM,.PRE.,Retrofit-T_C_BP,PJ,MM2,PRE,Retrofit-T_C_BP_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-T_C_CO,COM,.PRE.,Retrofit-T_C_CO,PJ,MM2,PRE,Retrofit-T_C_CO_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-T_C_EN,COM,.PRE.,Retrofit-T_C_EN,PJ,MM2,PRE,Retrofit-T_C_EN_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
Retrofit-T_C_SA,COM,.PRE.,Retrofit-T_C_SA,PJ,MM2,PRE,Retrofit-T_C_SA_NRGI,ANNUAL,"0,00",Retrofitting improvements,Buildings,Building retrofits
SELCH2EC01_LowAF,SUP,.PRE.,"H2 Production-Alkaline Electrolyser, large size, centralized - Pseudo with LowAF",PJ,GW,PRE,MEOOXY,DAYNITE,"1,00",SUP_PRE_PJ_GW (Centralized CHP - Pseudo with LowAF),Fuel conversion,H2 production
SELCH2PEM01_LowAF,SUP,.PRE.,PEM Electrolyzer - Proton Exchange Membrane - Pseudo with LowAF,PJ,GW,PRE,MEOOXY,DAYNITE,"1,00",SUP_PRE_PJ_GW,Fuel conversion,H2 production
SGASH2RC01,SUP,.PRE.,"H2 Production-Methane Steam Reforming, large size, centralized",PJ,GW,PRE,SGASH2RC01_MATO,DAYNITE,"1,00",SUP_PRE_PJ_GW (Centralized CHP),Fuel conversion,H2 production
SGASH2RC02,SUP,.PRE.,"H2 Production-Methane Steam Reforming, small size, centralized",PJ,GW,PRE,SGASH2RC02_MATO,DAYNITE,"1,00",SUP_PRE_PJ_GW (Centralized CHP),Fuel conversion,H2 production
STORAGEMINELC,SUP,.PRE.CCSSTG.,STORAGEMINELC,KT,MTA,PRE,CO2STOCK,ANNUAL,"1,00",SUP_PRE_KT_MTA,Fuel conversion,CO2 storage
STORAGEMININD,SUP,.PRE.CCSSTG.,STORAGEMININD,KT,MTA,PRE,CO2STOCK,ANNUAL,"1,00",SUP_PRE_KT_MTA,Fuel conversion,CO2 storage
SUPBGS00,SUP,.PRE.,Fuel Tech - biogas,PJ,PJA,PRE,SUPBGS,ANNUAL,"0,00",Fuel Tech - Natural Gas biogas mixed,Fuel conversion,Biogas production
SUPDST00,SUP,.PRE.,Fuel Tech - Mazout (SUP),PJ,PJA,PRE,SUPDST,ANNUAL,"0,00",Fuel Tech - Mazout,Fuel conversion,Fuel Tech - Mazout
SUPELC00,SUP,.PRE.,Fuel Tech - Electricity (SUP),PJ,PJA,PRE,SUPELC,ANNUAL,"0,00",Fuel Tech - Electricity,Fuel conversion,Fuel Tech - Electricity
SUPGAS00,SUP,.PRE.,Fuel Tech - Natural Gas (SUP),PJ,PJA,PRE,SUPGAS,ANNUAL,"0,00",Fuel Tech - Natural Gas,Fuel conversion,Fuel Tech - Natural Gas
SUPGMX00,SUP,.PRE.,Fuel Tech - Natural Gas biogas mixed (SUP),PJ,PJA,PRE,SUPGMX,ANNUAL,"0,00",Fuel Tech - Natural Gas biogas mixed,Fuel conversion,Fuel Tech - Natural Gas biogas mixed
TADFKER00,TRA,.DMD.,Aviation Domestic Freight Kerosene Tech Existing,PJ,PJA,DMD,TADF,ANNUAL,"0,00",domestic aviation,Transport,domestic aviation
TADPKER00,TRA,.DMD.,Aviation Domestic Passengers Kerosene Tech Existing,PJ,PJA,DMD,TADP,ANNUAL,"0,00",domestic aviation,Transport,domestic aviation
TAIFKER00,TRA,.DMD.,Aviation International Freight Kerosene Tech Existing,PJ,PJA,DMD,TAIF,ANNUAL,"0,00",international aviation,Transport,international aviation
TAIPKER00,TRA,.DMD.,Aviation International Passengers Kerosene Tech Existing,PJ,PJA,DMD,TAIP,ANNUAL,"0,00",international aviation,Transport,international aviation
TAVDOMBDLFN01,TRA,.DMD.TADF.,Transport marchandise - Aviation - Domestic - Biokerosene (New),PJ,000VEH,DMD,TADF,ANNUAL,"1,00",domestic aviation,Transport,domestic aviation
TAVDOMBDLPN01,TRA,.DMD.TADP.,Transport personne - Aviation - Domestic - Biokerosene (New),PJ,000VEH,DMD,TADP,ANNUAL,"1,00",domestic aviation,Transport,domestic aviation
TAVINTHH2PN01,TRA,.DMD.TAIP.,Transport personne- Aviation - International - Hydrogen (New),PJ,000VEH,DMD,TAIP,ANNUAL,"1,00",international aviation,Transport,international aviation
TBUSBDLU00,TRA,.DMD.,Buses Biodiesel Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,"0,00",Road transport (public),Transport,Road transport (public)
TBUSDSTC00,TRA,.DMD.,Buses Diesel Coaches Existing,BVKM,000VEH,DMD,TBC,ANNUAL,"0,00",Road transport (public),Transport,Road transport (public)
TBUSDSTU00,TRA,.DMD.,Buses Diesel Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,"0,00",Road transport (public),Transport,Road transport (public)
TBUSDSTUN01,TRA,.DMD.TRADBU.,Buses Diesel Urban New,BVKM,000VEH,DMD,TBU,ANNUAL,"1,00",Road transport (public),Transport,Road transport (public)
TBUSETHCN01,TRA,.DMD.TRADBU.,Buses Ethanol Coach New,BVKM,000VEH,DMD,TBC,ANNUAL,"1,00",Road transport (public),Transport,Road transport (public)
TBUSHDSTU00,TRA,.DMD.,Buses Hybrid Diesel Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,"0,00",Road transport (public),Transport,Road transport (public)
TCARDSTEX00,TRA,.DMD.,Cars Diesel Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARDSTMU00,TRA,.DMD.,Cars Diesel Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARDSTML00,TRA,.DMD.,Cars Diesel Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARDSTMLN01,TRA,.DMD.TRADCA.,Cars Diesel Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARDSTSM00,TRA,.DMD.,Cars Diesel small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARDSTSMN01,TRA,.DMD.TRADCA.,Cars Diesel Small New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARDTSHEVEX00,TRA,.DMD.,Cars PHEV Diesel Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARELCEXN01,TRA,.DMD.TRADCA.,Cars Electric Executive New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARELCML00,TRA,.DMD.,Cars Electric Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARELCMLN01,TRA,.DMD.TRADCA.,Cars Electric Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARELCMUN01,TRA,.DMD.TRADCA.,Cars Electric Medium-Upper New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARELCSMN01,TRA,.DMD.TRADCA.,Cars Electric Small New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARGMXEX00,TRA,.DMD.,Cars CNG Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGMXML00,TRA,.DMD.,Cars CNG Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGMXMU00,TRA,.DMD.,Cars CNG Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGSLEX00,TRA,.DMD.,Cars Gasoline Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGSLHEVEX00,TRA,.DMD.,Cars PHEV Gasoline  Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGSLHEVML00,TRA,.DMD.,Cars PHEV Gasoline  Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGSLHEVMU00,TRA,.DMD.,Cars PHEV Gasoline  Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGSLHYBMLN01,TRA,.DMD.TRADCA.,Cars Hybrid Gasoline Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARGSLML00,TRA,.DMD.,Cars Gasoline Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGSLMU00,TRA,.DMD.,Cars Gasoline Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARGSLMUN01,TRA,.DMD.TRADCA.,Cars Gasoline Medium-Upper New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARGSLSM00,TRA,.DMD.,Cars Gasoline Small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARHGSLEX00,TRA,.DMD.,Cars Hybrid Gasoline Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARHGSLML00,TRA,.DMD.,Cars Hybrid Gasoline Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARHGSLMU00,TRA,.DMD.,Cars Hybrid Gasoline Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARHGSLSM00,TRA,.DMD.,Cars Hybrid Gasoline small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARLPGEX00,TRA,.DMD.,Cars LPG Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARLPGML00,TRA,.DMD.,Cars LPG Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARLPGMLN01,TRA,.DMD.TRADCA.,Cars LPG Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",Cars,Transport,Cars
TCARLPGMU00,TRA,.DMD.,Cars LPG Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCARLPGSM00,TRA,.DMD.,Cars LPG small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",Cars,Transport,Cars
TCHARGHOMN01,TRA,.PRE.,Home EV charger,PJ,GW,PRE,BATELCIN,DAYNITE,"0,00",EV charger,Transport,EV chargers
TCHARGHOMSMARTN01,TRA,.PRE.,Home EV smart charger,PJ,GW,PRE,RSDELC,DAYNITE,"0,00",EV charger,Transport,EV chargers
TCHARGWRKN01,TRA,.PRE.,EV charging at home,PJ,GW,PRE,BATELCIN,DAYNITE,"0,00",EV charger,Transport,EV chargers
THDTDSTH200,TRA,.DMD.,Heavy Duty Trucks Diesel Less than 14 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",Road Freight,Transport,Road Freight
THDTDSTH2N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel Less than 14 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTDSTH300,TRA,.DMD.,Heavy Duty Trucks Diesel Between 14-28 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",Road Freight,Transport,Road Freight
THDTDSTH3N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel  Between 14-28  New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTDSTH400,TRA,.DMD.,Heavy Duty Trucks Diesel Between 28-40 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",Road Freight,Transport,Road Freight
THDTDSTH4N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel  Between 28-40 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTDSTH500,TRA,.DMD.,Heavy Duty Trucks Diesel Between 40-50 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",Road Freight,Transport,Road Freight
THDTDSTH5N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel Between 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTDSTHYBH5N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks Hybrid Diesel Between 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTELCH00,TRA,.DMD.,Heavy Duty Trucks Electric  Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",Road Freight,Transport,Road Freight
THDTGH2H5N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks Hydrogen Less than 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTGMXH3N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks LNG  Between 14-28 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTGMXH4N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks LNG Between 28-40 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTGMXH5N01,TRA,.DMD.TRADTH.,Heavy Duty Trucks LNG Between 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",Road Freight,Transport,Road Freight
THDTGSLH100,TRA,.DMD.,Heavy Duty Trucks Gasoline More than 3 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",Road Freight,Transport,Road Freight
TLCVBDLLCN01,TRA,.DMD.TRADTL.,Light Commercial Vehicles BioDiesel Light New,BVKM,000VEH,DMD,TLCV,ANNUAL,"1,00",Road Freight,Transport,Road Freight
TLCVDSTHYBLCN01,TRA,.DMD.TRADTL.,Light Commercial Vehicles Hybrid Diesel Light New,BVKM,000VEH,DMD,TLCV,ANNUAL,"1,00",Road Freight,Transport,Road Freight
TLCVDSTLC00,TRA,.DMD.,Light Commercial Vehicles Diesel  Light Existing,BVKM,000VEH,DMD,TLCV,ANNUAL,"0,00",Road Freight,Transport,Road Freight
TLCVDSTLCN01,TRA,.DMD.TRADTL.,Light Commercial Vehicles Diesel Light New,BVKM,000VEH,DMD,TLCV,ANNUAL,"1,00",Road Freight,Transport,Road Freight
TLCVELCLC00,TRA,.DMD.,Light Commercial Vehicles Electric Light Existing,BVKM,000VEH,DMD,TLCV,ANNUAL,"0,00",Road Freight,Transport,Road Freight
TLCVGSLLC00,TRA,.DMD.,Light Commercial Vehicles Gasoline  Light Existing,BVKM,000VEH,DMD,TLCV,ANNUAL,"0,00",Road Freight,Transport,Road Freight
TMOPELC00,TRA,.DMD.,Bicycle electric  Existing,BVKM,000VEH,DMD,TMOP,ANNUAL,"0,00",2 and 3 wheelers,Transport,2 and 3 wheelers
TMOPELCN01,TRA,.DMD.TRADMO.,Mopeds Electric New,BVKM,000VEH,DMD,TMOP,ANNUAL,"1,00",2 and 3 wheelers,Transport,2 and 3 wheelers
TMOPGSL00,TRA,.DMD.,Mopeds Gasoline  Existing,BVKM,000VEH,DMD,TMOP,ANNUAL,"0,00",2 and 3 wheelers,Transport,2 and 3 wheelers
TMOPGSLN01,TRA,.DMD.TRADMO.,Mopeds Gasoline New,BVKM,000VEH,DMD,TMOP,ANNUAL,"1,00",2 and 3 wheelers,Transport,2 and 3 wheelers
TMOTELCN01,TRA,.DMD.TRADMO.,Motorcycles Electric New,BVKM,000VEH,DMD,TMOT,ANNUAL,"1,00",2 and 3 wheelers,Transport,2 and 3 wheelers
TMOTGSL00,TRA,.DMD.,Motorcycles Gasoline  Existing,BVKM,000VEH,DMD,TMOT,ANNUAL,"0,00",2 and 3 wheelers,Transport,2 and 3 wheelers
TMOTGSLN01,TRA,.DMD.TRADMO.,Motorcycles Gasoline New,BVKM,000VEH,DMD,TMOT,ANNUAL,"1,00",2 and 3 wheelers,Transport,2 and 3 wheelers
TNDFDST00,TRA,.DMD.,Navigation Domestic Freight Tech Existing,BTKM,BTKMA,DMD,TNDF,ANNUAL,"0,00",domestic navigation,Transport,domestic navigation
TRABDL00,TRA,.PRE.,Fuel Tech - Biodiesel (TRA),PJ,PJA,PRE,TRABDL,ANNUAL,"0,00",Fuel Tech - Biodiesel (TRA),End-use fuel tech,Fuel Tech - Biodiesel (TRA)
